Date_ms;response_time_ms;rtd_no
286833;31;3
286868;266;5
287030;29;3
287038;236;5
287230;28;3
287262;261;5
287277;3;2
287354;4;2
287356;3;2
287429;227;5
287440;39;3
287483;3;2
287619;218;5
287629;27;3
287636;2;2
287826;2;2
287832;230;5
287832;29;3
288031;28;3
288038;235;5
288059;3;2
288231;30;3
288249;246;5
288268;3;2
288427;3;2
288433;31;3
288636;35;3
288645;2;2
288836;34;3
288904;36;2
289035;32;3
289046;2;2
289233;30;3
289238;2;2
289394;592;5
289428;1227;5
289432;29;3
289460;859;5
289461;1059;5
289489;4;2
289504;501;5
289524;321;5
289632;29;3
289672;3;2
289704;301;5
289796;4;2
289827;224;5
289831;29;3
290013;211;5
290038;35;3
290068;3;2
290203;200;5
290230;28;3
290279;3;2
290398;196;5
290425;2;2
290437;34;3
290632;31;3
290647;244;5
290686;3;2
290775;174;5
290836;35;3
291011;210;5
291027;26;3
291231;29;3
291296;295;5
291402;200;5
291415;3;2
291430;29;3
291503;3;2
291503;3;2
291518;2;2
291634;31;3
291646;245;5
291674;3;2
291826;3;2
291832;31;3
291835;232;5
292030;28;3
292044;243;5
292111;4;2
292209;3;2
292227;26;3
292241;239;5
292426;3;2
292428;26;3
292632;29;3
292646;3;2
292817;3;2
292831;29;3
293032;31;3
293034;3;2
293231;30;3
293297;27;2
293405;2;2
293429;28;3
293529;727;5
293531;1129;5
293567;1366;5
293582;381;5
293618;1015;5
293629;27;3
293635;3;2
293684;683;5
293690;289;5
293832;31;3
293837;2;2
293894;292;5
294031;28;3
294060;259;5
294067;4;2
294167;164;5
294226;3;2
294229;28;3
294431;30;3
294498;3;2
294511;310;5
294605;204;5
294630;29;3
294640;3;2
294845;43;3
294846;245;5
295032;30;3
295047;245;5
295230;29;3
295272;270;5
295432;30;3
295440;239;5
295550;3;2
295552;3;2
295554;2;2
295630;29;3
295636;234;5
295641;2;2
295708;32;2
295829;228;5
295830;27;3
295870;4;2
296032;29;3
296067;264;5
296070;3;2
296202;199;5
296214;2;2
296231;30;3
296431;30;3
296510;2;2
296632;30;3
296682;3;2
296832;30;3
296895;2;2
297030;28;3
297044;3;2
297232;31;3
297237;3;2
297430;29;3
297433;3;2
297520;319;5
297578;976;5
297612;610;5
297629;26;3
297642;2;2
297705;903;5
297707;1306;5
297708;1507;5
297713;312;5
297816;3;2
297832;30;3
297878;275;5
298032;30;3
298034;232;5
298121;3;2
298211;209;5
298230;28;3
298276;3;2
298430;29;3
298436;3;2
298464;262;5
298632;30;3
298672;271;5
298703;3;2
298833;32;3
298836;234;5
299012;211;5
299033;32;3
299234;32;3
299235;234;5
299431;30;3
299504;302;5
299516;3;2
299518;3;2
299551;3;2
299551;3;2
299602;201;5
299624;3;2
299629;27;3
299832;30;3
299847;245;5
299898;3;2
299981;179;5
300031;28;3
300111;4;2
300220;217;5
300230;27;3
300275;2;2
300383;4;2
300430;28;3
300640;3;2
300643;41;3
300831;29;3
300862;2;2
301064;14;2
301087;85;3
301230;28;3
301253;3;2
301421;3;2
301446;44;3
301619;1416;5
301633;30;3
301711;509;5
301713;1111;5
301716;3;2
301746;944;5
301785;783;5
301796;1394;5
301824;422;5
301828;26;3
301868;265;5
301872;4;2
302015;3;2
302026;224;5
302030;29;3
302235;32;3
302247;246;5
302276;4;2
302407;3;2
302418;215;5
302522;121;3
302631;29;3
302700;3;2
302709;308;5
302830;28;3
302835;233;5
303030;28;3
303034;232;5
303232;230;5
303232;30;3
303429;28;3
303501;299;5
303573;3;2
303633;232;5
303634;32;3
303642;3;2
303713;3;2
303742;3;2
303742;2;2
303833;30;3
303869;267;5
303872;3;2
304030;29;3
304075;4;2
304108;305;5
304215;214;5
304229;28;3
304235;2;2
304430;27;3
304514;3;2
304629;28;3
304654;3;2
304684;281;5
304721;520;5
304777;176;5
304830;28;3
304842;2;2
305032;31;3
305072;2;2
305073;271;5
305232;30;3
305237;236;5
305283;3;2
305418;216;5
305430;28;3
305442;3;2
305633;31;3
305633;3;2
305709;307;5
305832;31;3
305905;303;5
305905;3;2
306005;204;5
306032;30;3
306071;3;2
306230;29;3
306274;272;5
306274;2;2
306428;227;5
306435;33;3
306495;3;2
306581;179;5
306632;29;3
306633;2;2
306833;32;3
306867;264;5
307019;218;5
307034;31;3
307193;190;5
307230;27;3
307408;205;5
307430;28;3
307632;30;3
307633;231;5
307693;3;2
307771;3;2
307775;3;2
307777;2;2
307828;27;3
307833;3;2
307862;260;5
307885;2;2
308034;33;3
308038;237;5
308072;3;2
308213;3;2
308227;226;5
308233;30;3
308410;3;2
308433;31;3
308630;2;2
308636;34;3
308659;257;5
308704;501;5
308835;33;3
308870;268;5
308957;3;2
309032;29;3
309064;262;5
309099;3;2
309224;221;5
309231;30;3
309277;4;2
309432;30;3
309440;239;5
309443;3;2
309592;190;5
309628;27;3
309658;3;2
309821;3;2
309831;30;3
309834;233;5
310029;27;3
310038;2;2
310088;287;5
310228;3;2
310232;31;3
310241;239;5
310419;2;2
310444;243;5
310446;45;3
310626;2;2
310637;36;3
310750;349;5
310848;47;3
310881;280;5
311032;31;3
311102;301;5
311202;201;5
311229;27;3
311410;208;5
311427;25;3
311630;29;3
311708;306;5
311813;3;2
311829;27;3
311839;238;5
311907;3;2
311939;2;2
312025;3;2
312025;3;2
312028;226;5
312030;29;3
312042;12;2
312076;3;2
312246;45;3
312277;276;5
312306;3;2
312432;31;3
312487;2;2
312640;3;2
312646;45;3
312830;429;5
312835;32;3
312886;4;2
312955;354;5
312955;754;5
313030;27;3
313032;2;2
313092;289;5
313210;207;5
313229;26;3
313248;2;2
313434;32;3
313443;240;5
313486;3;2
313631;30;3
313708;306;5
313736;3;2
313759;158;5
313824;2;2
313832;30;3
314031;29;3
314044;2;2
314068;266;5
314231;28;3
314242;240;5
314315;3;2
314423;220;5
314425;3;2
314430;28;3
314632;29;3
314654;3;2
314667;265;5
314831;29;3
314834;231;5
315029;28;3
315030;228;5
315217;216;5
315231;29;3
315429;27;3
315476;274;5
315629;28;3
315662;260;5
315823;222;5
315831;2;2
315834;33;3
315911;3;2
315913;3;2
315949;3;2
315966;3;2
315986;3;2
316030;28;3
316062;261;5
316082;3;2
316287;53;2
316291;88;3
316298;296;5
316435;32;3
316475;3;2
316632;29;3
316686;4;2
316830;28;3
316843;3;2
316890;287;5
316924;721;5
316928;525;5
317033;30;3
317050;248;5
317071;3;2
317234;31;3
317234;2;2
317267;264;5
317434;33;3
317434;231;5
317447;3;2
317631;30;3
317647;246;5
317678;4;2
317771;170;5
317832;31;3
317918;3;2
318030;29;3
318033;232;5
318073;3;2
318239;38;3
318246;245;5
318301;4;2
318432;29;3
318477;3;2
318506;305;5
318629;28;3
318662;4;2
318666;263;5
318834;33;3
318869;268;5
318997;196;5
319030;29;3
319253;252;5
319265;64;3
319430;27;3
319493;292;5
319629;27;3
319694;291;5
319834;31;3
319851;249;5
320025;3;2
320027;3;2
320034;32;3
320066;263;5
320070;4;2
320072;3;2
320105;4;2
320172;3;2
320174;3;2
320205;203;5
320230;28;3
320314;3;2
320417;3;2
320430;29;3
320663;3;2
320668;66;3
320830;28;3
320842;3;2
320948;346;5
320960;758;5
321017;616;5
321031;28;3
321051;249;5
321074;3;2
321218;3;2
321230;29;3
321261;258;5
321429;228;5
321431;30;3
321445;2;2
322590;981;1
322597;412;2
322598;555;2
322598;703;2
322598;218;2
322600;977;2
322618;1017;3
322622;1221;5
322624;3;2
322640;639;3
322641;39;3
322642;441;3
322646;245;3
322647;844;3
322831;29;3
322910;1309;5
322924;923;5
322968;366;5
323004;603;5
323004;803;5
323038;37;3
323043;1240;5
323081;279;5
323233;30;3
323272;271;5
323432;31;3
323446;243;5
323628;27;3
323636;235;5
323833;32;3
323872;271;5
323951;3;2
323956;3;2
323982;2;2
324024;223;5
324028;27;3
324067;4;2
324068;2;2
324084;3;2
324086;3;2
324230;29;3
324289;288;5
324336;4;2
324429;27;3
324468;3;2
324629;28;3
324646;3;2
324828;26;3
324903;4;2
324979;778;5
325015;213;5
325028;25;3
325044;443;5
325073;2;2
325077;675;5
325232;29;3
325242;239;5
325270;3;2
325428;225;5
325429;28;3
325455;3;2
325630;29;3
325673;3;2
325702;301;5
325834;32;3
325864;263;5
325874;3;2
326034;31;3
326037;3;2
326049;247;5
326229;27;3
326262;259;5
326281;3;2
326387;3;2
326398;196;5
326431;29;3
326631;30;3
326633;231;5
326638;3;2
326809;208;5
326829;27;3
327014;212;5
327027;26;3
327230;229;5
327230;29;3
327436;34;3
327522;321;5
327633;31;3
327710;308;5
327801;199;5
327829;28;3
328027;3;2
328031;29;3
328057;256;5
328068;3;2
328135;3;2
328137;2;2
328148;2;2
328169;2;2
328199;197;5
328224;2;2
328229;28;3
328229;2;2
328432;30;3
328463;3;2
328632;30;3
328693;3;2
328830;29;3
328846;3;2
328970;368;5
328973;772;5
329020;618;5
329028;25;3
329030;2;2
329064;263;5
329233;30;3
329241;3;2
329276;273;5
329430;29;3
329432;229;5
329476;4;2
329571;170;5
329608;3;2
329629;28;3
329833;32;3
329835;234;5
329871;4;2
330032;231;5
330033;31;3
330076;18;2
330199;3;2
330228;27;3
330229;227;5
330432;30;3
330441;240;5
330505;3;2
330608;206;5
330619;3;2
330635;33;3
330833;31;3
330835;233;5
331009;207;5
331030;28;3
331126;3;2
331127;4;2
331222;3;2
331231;28;3
331321;319;5
331407;3;2
331486;85;3
331498;295;5
331631;28;3
331638;2;2
331727;326;5
331831;30;3
331851;3;2
331867;264;5
332019;218;5
332032;29;3
332230;29;3
332249;246;5
332433;32;3
332630;29;3
332830;29;3
333029;828;5
333032;30;3
333107;3;2
333137;736;5
333138;537;5
333231;30;3
333249;247;5
333251;450;5
333436;35;3
333440;2;2
333471;270;5
333495;2;2
333497;3;2
333540;12;2
333550;3;2
333553;3;2
333580;2;2
333589;188;5
333629;28;3
333676;3;2
333830;28;3
333837;236;5
333914;4;2
334011;209;5
334032;31;3
334111;3;2
334213;3;2
334231;29;3
334266;265;5
334438;4;2
334440;238;5
334451;50;3
334632;29;3
334666;265;5
334706;3;2
334829;28;3
334840;237;5
335026;225;5
335029;27;3
335231;28;3
335384;4;2
335432;30;3
335511;3;2
335511;3;2
335513;2;2
335587;4;2
335629;28;3
335816;3;2
335834;32;3
336030;29;3
336045;2;2
336232;31;3
336251;3;2
336431;30;3
336439;2;2
336631;29;3
336645;3;2
336831;28;3
336879;3;2
337033;32;3
337039;3;2
337227;3;2
337231;28;3
337459;56;3
337519;4;2
337606;3;2
337628;26;3
337831;29;3
337846;3;2
337909;2907;5
337946;2144;5
337947;2545;5
337978;1376;5
338000;1197;5
338001;1000;5
338017;3;2
338030;29;3
338061;658;5
338080;2877;5
338167;2566;5
338205;2204;5
338209;2008;5
338230;27;3
338243;1842;5
338243;1040;5
338285;4;2
338321;719;5
338413;3;2
338431;28;3
338533;330;5
338535;733;5
338538;537;5
338630;27;3
338656;4;2
338815;412;5
338830;27;3
339029;27;3
339165;362;5
339197;594;5
339228;27;3
339232;230;5
339430;29;3
339524;4;2
339557;2;2
339557;2;2
339559;2;2
339629;228;5
339630;2;2
339630;28;3
339683;482;5
339832;30;3
339888;3;2
340011;409;5
340029;26;3
340053;251;5
340073;3;2
340231;30;3
340239;236;5
340277;3;2
340432;29;3
340442;3;2
340631;30;3
340720;3;2
340829;27;3
340853;3;2
341031;29;3
341074;2;2
341210;1009;5
341210;408;5
341211;808;5
341230;28;3
341242;3;2
341303;702;5
341338;336;5
341431;28;3
341446;3;2
341515;313;5
341601;3;2
341629;28;3
341636;233;5
341822;221;5
341830;28;3
341842;3;2
342032;30;3
342048;2;2
342066;264;5
342214;212;5
342230;28;3
342288;3;2
342399;197;5
342429;28;3
342448;3;2
342629;28;3
342660;259;5
342676;3;2
342829;228;5
342831;30;3
343078;77;3
343082;281;5
343229;27;3
343260;259;5
343430;228;5
343431;28;3
343524;4;2
343527;2;2
343567;3;2
343597;3;2
343630;29;3
343638;235;5
343647;3;2
343818;217;5
343827;26;3
343878;3;2
344016;3;2
344018;217;5
344032;30;3
344229;28;3
344273;3;2
344277;275;5
344431;30;3
344477;2;2
344630;29;3
344655;3;2
344831;29;3
344845;2;2
345034;32;3
345047;3;2
345229;28;3
345276;3;2
345345;944;5
345353;351;5
345384;582;5
345424;823;5
345424;1223;5
345432;29;3
345434;2;2
345469;268;5
345630;29;3
345677;2;2
345685;282;5
345824;3;2
345833;31;3
345867;266;5
346029;26;3
346064;262;5
346121;3;2
346160;157;5
346229;26;3
346231;2;2
346419;216;5
346426;2;2
346432;30;3
346628;27;3
346644;242;5
346680;3;2
346802;201;5
346829;27;3
347029;26;3
347038;236;5
347213;210;5
347229;27;3
347420;218;5
347428;27;3
347604;4;2
347628;27;3
347657;256;5
347718;3;2
347720;2;2
347724;4;2
347770;2;2
347827;26;3
347850;3;2
347908;307;5
348028;27;3
348036;235;5
348074;4;2
348217;216;5
348219;3;2
348230;27;3
348430;28;3
348469;3;2
348631;29;3
348646;3;2
348831;30;3
348842;3;2
349029;27;3
349034;2;2
349233;32;3
349276;3;2
349354;752;5
349396;1193;5
349435;634;5
349441;39;3
349446;2;2
349477;475;5
349478;1076;5
349480;279;5
349599;4;2
349629;27;3
349707;305;5
349830;28;3
349841;239;5
349884;4;2
350013;211;5
350030;28;3
350163;3;2
350213;3;2
350232;30;3
350246;244;5
350425;223;5
350432;30;3
350534;4;2
350628;2;2
350631;30;3
350671;269;5
350832;30;3
350869;268;5
351008;206;5
351030;28;3
351231;30;3
351244;242;5
351413;212;5
351429;28;3
351600;199;5
351631;29;3
351727;3;2
351740;2;2
351762;2;2
351788;3;2
351813;2;2
351822;220;5
351830;29;3
351836;3;2
352032;29;3
352044;243;5
352150;3;2
352218;215;5
352230;28;3
352278;3;2
352428;27;3
352437;2;2
352630;29;3
352678;4;2
352831;28;3
352876;3;2
353028;27;3
353048;3;2
353251;19;2
353274;71;3
353428;827;5
353430;28;3
353453;3;2
353482;1081;5
353504;503;5
353520;1318;5
353589;386;5
353589;786;5
353628;2;2
353629;28;3
353672;270;5
353811;210;5
353830;28;3
353889;2;2
354030;29;3
354067;265;5
354077;2;2
354225;224;5
354230;28;3
354265;4;2
354405;203;5
354429;27;3
354454;3;2
354595;193;5
354628;27;3
354663;3;2
354832;231;5
354834;31;3
355032;29;3
355063;260;5
355233;30;3
355240;237;5
355416;213;5
355429;27;3
355610;208;5
355632;31;3
355707;4;2
355759;3;2
355795;3;2
355802;2;2
355828;3;2
355828;27;3
355833;232;5
355886;3;2
356032;231;5
356032;29;3
356163;3;2
356231;30;3
356253;3;2
356301;298;5
356434;32;3
356479;2;2
356582;3;2
356634;32;3
356834;32;3
356837;3;2
357031;28;3
357107;3;2
357228;27;3
357288;15;2
357430;29;3
357445;3;2
357546;1144;5
357546;744;5
357560;1359;5
357578;377;5
357601;999;5
357629;26;3
357640;637;5
357669;3;2
357673;272;5
357829;27;3
357836;2;2
357862;259;5
358026;3;2
358034;33;3
358071;269;5
358233;32;3
358236;235;5
358237;2;2
358430;29;3
358441;240;5
358445;2;2
358631;30;3
358657;3;2
358715;314;5
358797;196;5
358830;27;3
359030;28;3
359063;260;5
359202;200;5
359231;29;3
359445;243;5
359459;58;3
359631;28;3
359646;245;5
359802;4;2
359831;29;3
359834;231;5
359836;2;2
359867;3;2
359869;3;2
359912;4;2
359931;3;2
360025;223;5
360029;27;3
360114;3;2
360211;209;5
360233;31;3
360235;3;2
360421;3;2
360448;47;3
360610;2;2
360630;28;3
360806;3;2
360828;26;3
361030;27;3
361055;2;2
361184;4;2
361229;27;3
361419;3;2
361431;28;3
361519;917;5
361576;1374;5
361626;824;5
361626;424;5
361643;42;3
361658;255;5
361658;1257;5
361663;660;5
361703;3;2
361851;45;2
361861;260;5
361878;76;3
362034;31;3
362053;3;2
362096;294;5
362229;27;3
362243;3;2
362263;260;5
362436;33;3
362450;2;2
362474;272;5
362630;28;3
362649;3;2
362664;261;5
362830;29;3
362872;270;5
363030;28;3
363034;233;5
363230;29;3
363239;237;5
363431;29;3
363508;307;5
363631;30;3
363667;265;5
363781;180;5
363831;28;3
363938;3;2
363938;2;2
363974;3;2
363991;3;2
364020;217;5
364026;2;2
364028;26;3
364093;3;2
364096;3;2
364231;30;3
364235;233;5
364303;3;2
364430;28;3
364470;3;2
364575;3;2
364631;28;3
364831;28;3
364918;3;2
365013;3;2
365031;28;3
365230;28;3
365255;3;2
365429;28;3
365456;4;2
365628;26;3
365632;1431;5
365640;837;5
365677;1074;5
365680;3;2
365699;1297;5
365772;570;5
365808;805;5
365831;29;3
365840;439;5
365841;239;5
365849;2;2
366034;33;3
366045;4;2
366068;266;5
366227;226;5
366231;30;3
366237;2;2
366432;31;3
366445;244;5
366476;3;2
366611;3;2
366630;28;3
366639;238;5
366833;32;3
366872;270;5
367029;228;5
367031;29;3
367233;32;3
367320;318;5
367430;27;3
367463;262;5
367630;29;3
367707;304;5
367790;189;5
367871;69;3
367929;2;2
367986;3;2
368020;2;2
368023;221;5
368028;26;3
368112;3;2
368113;2;2
368116;3;2
368121;3;2
368231;29;3
368250;248;5
368287;3;2
368433;31;3
368442;2;2
368618;3;2
368632;30;3
368721;519;5
368769;367;5
368831;30;3
368873;4;2
368908;306;5
368981;180;5
369029;26;3
369080;3;2
369228;27;3
369244;3;2
369264;261;5
369419;3;2
369434;32;3
369474;273;5
369602;200;5
369630;29;3
369642;3;2
369779;178;5
369827;26;3
369912;2;2
370009;3;2
370029;26;3
370041;240;5
370230;28;3
370255;3;2
370266;263;5
370389;3;2
370423;221;5
370427;26;3
370628;3;2
370633;31;3
370638;237;5
370833;32;3
370870;268;5
371018;217;5
371029;27;3
371230;28;3
371263;261;5
371399;197;5
371431;28;3
371630;29;3
371682;279;5
371773;172;5
371829;27;3
371994;192;5
372026;3;2
372027;26;3
372119;3;2
372121;2;2
372154;3;2
372194;3;2
372204;3;2
372228;26;3
372231;3;2
372236;235;5
372277;4;2
372430;28;3
372433;3;2
372631;29;3
372654;2;2
372795;393;5
372825;2;2
372829;27;3
372847;645;5
372908;306;5
372996;194;5
373028;27;3
373117;3;2
373230;29;3
373242;3;2
373291;290;5
373430;29;3
373435;234;5
373441;2;2
373613;212;5
373628;26;3
373640;3;2
373753;151;5
373829;28;3
373909;3;2
374030;29;3
374036;235;5
374040;3;2
374231;30;3
374240;239;5
374277;3;2
374376;175;5
374461;60;3
374516;3;2
374622;3;2
374634;32;3
374712;311;5
374832;30;3
374841;239;5
375029;28;3
375031;229;5
375090;2;2
375128;2;2
375186;3;2
375230;28;3
375263;262;5
375431;29;3
375466;264;5
375479;2;2
375566;164;5
375633;30;3
375644;3;2
375825;2;2
375836;33;3
375859;256;5
376030;29;3
376109;306;5
376118;3;2
376212;211;5
376231;28;3
376314;4;2
376412;3;2
376431;30;3
376629;27;3
376681;2;2
376780;379;5
376831;30;3
376833;630;5
376836;3;2
376869;267;5
377036;50;2
377048;247;5
377058;55;3
377230;29;3
377273;3;2
377306;303;5
377367;166;5
377426;3;2
377434;32;3
377600;4;2
377633;30;3
377656;254;5
377816;2;2
377819;216;5
377832;30;3
378014;212;5
378029;28;3
378039;3;2
378229;28;3
378238;237;5
378270;3;2
378397;196;5
378463;20;2
378472;71;3
378632;31;3
378634;3;2
378712;311;5
378809;208;5
378833;32;3
379031;30;3
379042;241;5
379068;4;2
379111;3;2
379160;159;5
379232;29;3
379277;3;2
379383;180;5
379430;27;3
379472;2;2
379628;27;3
379631;3;2
379635;232;5
379823;222;5
379833;31;3
379848;3;2
380001;4;2
380027;26;3
380053;251;5
380231;28;3
380239;238;5
380240;2;2
380432;31;3
380497;3;2
380632;29;3
380649;3;2
381806;652;2
381807;959;2
381808;522;2
381812;304;2
381813;205;2
381818;3;2
381849;248;3
381850;49;3
381854;1053;3
381855;452;3
381858;855;3
381861;659;3
382032;31;3
382114;2;2
382168;1965;5
382235;34;3
382246;2;2
382281;1880;5
382282;1679;5
382292;691;5
382320;519;5
382353;1552;5
382429;1026;5
382429;1426;5
382431;1229;5
382433;432;5
382434;32;3
382435;2;2
382561;360;5
382629;28;3
382665;263;5
382685;3;2
382810;209;5
382830;28;3
382963;161;5
383027;26;3
383205;204;5
383229;27;3
383240;3;2
383362;3;2
383363;2;2
383417;215;5
383430;28;3
383499;3;2
383617;3;2
383630;29;3
383672;270;5
383832;30;3
383888;40;2
383895;294;5
383983;181;5
384034;31;3
384118;4;2
384166;3;2
384217;214;5
384230;29;3
384431;29;3
384477;3;2
384630;28;3
384650;2;2
384828;27;3
384830;3;2
385032;31;3
385074;2;2
385143;342;5
385146;544;5
385181;980;5
385240;2;2
385242;40;3
385243;841;5
385307;306;5
385430;29;3
385437;2;2
385472;270;5
385625;3;2
385631;29;3
385662;261;5
385830;29;3
385868;266;5
385883;2;2
386021;220;5
386031;30;3
386069;3;2
386230;2;2
386231;30;3
386236;235;5
386431;30;3
386470;2;2
386505;304;5
386631;30;3
386636;235;5
386707;3;2
386832;30;3
386912;311;5
387002;200;5
387029;28;3
387230;29;3
387263;262;5
387297;3;2
387332;3;2
387335;3;2
387432;231;5
387435;34;3
387458;3;2
387632;31;3
387640;239;5
387676;3;2
387816;215;5
387830;29;3
387840;2;2
387968;167;5
388031;30;3
388055;3;2
388179;3;2
388228;26;3
388251;250;5
388433;32;3
388442;2;2
388631;28;3
388652;2;2
388833;30;3
388915;3;2
389031;29;3
389074;2;2
389182;781;5
389187;985;5
389229;28;3
389277;2;2
389309;506;5
389312;709;5
389320;318;5
389407;4;2
389429;27;3
389437;236;5
389607;205;5
389633;31;3
389660;2;2
389831;30;3
389876;274;5
389902;3;2
389991;190;5
390028;27;3
390101;3;2
390191;190;5
390232;29;3
390259;3;2
390431;28;3
390468;265;5
390476;3;2
390614;3;2
390631;29;3
390643;240;5
390835;32;3
390848;246;5
391033;32;3
391075;272;5
391213;212;5
391234;31;3
391355;3;2
391367;3;2
391403;200;5
391426;4;2
391429;27;3
391459;2;2
391631;29;3
391638;236;5
391670;3;2
391830;28;3
391837;2;2
391872;270;5
392031;28;3
392066;264;5
392231;29;3
392292;289;5
392433;31;3
392634;33;3
392829;28;3
393028;2;2
393030;29;3
393233;30;3
393319;3;2
393331;3;2
393348;347;5
393367;766;5
393377;3;2
393389;588;5
393410;3;2
393410;207;5
393412;3;2
393430;28;3
393445;1243;5
393446;1044;5
393451;3;2
393490;3;2
393633;30;3
393713;37;2
393725;323;5
393818;215;5
393832;30;3
393853;3;2
394028;27;3
394043;3;2
394079;277;5
394218;217;5
394231;30;3
394279;3;2
394433;2;2
394433;30;3
394467;266;5
394629;226;5
394631;28;3
394697;3;2
394831;29;3
394865;262;5
395019;217;5
395029;27;3
395229;27;3
395265;263;5
395387;3;2
395420;218;5
395423;3;2
395430;28;3
395453;2;2
395484;4;2
395630;29;3
395643;241;5
395650;2;2
395831;28;3
395835;3;2
395848;247;5
396032;31;3
396037;234;5
396111;4;2
396220;219;5
396230;29;3
396272;4;2
396429;28;3
396458;3;2
396631;30;3
396669;3;2
396805;3;2
396828;27;3
397033;31;3
397040;3;2
397216;3;2
397229;28;3
397387;385;5
397422;3;2
397432;31;3
397436;835;5
397452;1051;5
397489;1288;5
397526;725;5
397559;358;5
397631;30;3
397636;2;2
397685;284;5
397831;29;3
397845;244;5
397932;4;2
398030;28;3
398041;239;5
398119;3;2
398186;184;5
398208;3;2
398229;27;3
398392;190;5
398429;27;3
398464;3;2
398608;4;2
398628;27;3
398641;239;5
398831;230;5
398831;30;3
399035;34;3
399087;286;5
399234;32;3
399240;239;5
399378;3;2
399380;3;2
399414;212;5
399427;2;2
399429;27;3
399472;3;2
399629;28;3
399684;4;2
399718;316;5
399831;29;3
399837;236;5
399839;3;2
399979;3;2
400027;225;5
400029;28;3
400236;34;3
400238;237;5
400244;4;2
400431;30;3
400440;3;2
400633;31;3
400636;3;2
400833;32;3
400849;3;2
401015;3;2
401033;30;3
401229;27;3
401242;3;2
401414;1212;5
401416;2;2
401430;27;3
401464;1063;5
401496;695;5
401575;572;5
401576;974;5
401578;376;5
401628;26;3
401686;283;5
401728;3;2
401829;28;3
401862;260;5
401906;3;2
402023;222;5
402031;29;3
402135;4;2
402229;27;3
402263;261;5
402276;3;2
402427;3;2
402430;28;3
402466;264;5
402632;31;3
402634;232;5
402657;3;2
402829;27;3
402864;263;5
403030;27;3
403030;228;5
403231;30;3
403266;263;5
403428;227;5
403429;28;3
403436;2;2
403546;3;2
403546;3;2
403634;31;3
403657;3;2
403659;2;2
403669;268;5
403799;196;5
403829;27;3
403880;2;2
403991;189;5
403996;3;2
404032;30;3
404228;26;3
404245;3;2
404317;315;5
404409;207;5
404419;2;2
404427;24;3
404604;201;5
404626;25;3
404675;3;2
404826;225;5
404828;25;3
404848;3;2
405026;24;3
405073;3;2
405105;302;5
405228;25;3
405249;3;2
405282;280;5
405426;24;3
405428;225;5
405435;3;2
405625;24;3
405663;261;5
405814;213;5
405822;21;3
406025;24;3
406073;272;5
406225;23;3
406283;282;5
406428;25;3
406430;228;5
406625;24;3
406636;233;5
406825;24;3
406863;262;5
407023;22;3
407096;295;5
407225;24;3
407230;229;5
407404;203;5
407424;22;3
407676;74;3
407682;280;5
407825;24;3
407901;299;5
408014;213;5
408024;21;3
408219;216;5
408228;27;3
408318;3;2
408355;4;2
408356;2;2
408385;3;2
408407;3;2
408409;3;2
408431;30;3
408468;2;2
408489;3;2
408575;3;2
408612;3;2
408619;4;2
408634;32;3
408650;3;2
408650;3;2
408730;4;2
408835;32;3
408941;3;2
408943;3;2
408947;3;2
409030;27;3
409222;3;2
409232;30;3
409432;30;3
409573;3;2
409607;4;2
409630;28;3
409641;3;2
409644;1443;5
409686;883;5
409750;747;5
409783;1382;5
409785;583;5
409796;1194;5
409818;416;5
409835;33;3
409907;305;5
410035;34;3
410035;2;2
410073;271;5
410091;3;2
410221;220;5
410230;27;3
410419;3;2
410431;29;3
410451;248;5
410461;2;2
410631;29;3
410645;243;5
410646;3;2
410830;29;3
410888;286;5
411016;215;5
411028;27;3
411230;29;3
411260;259;5
411431;29;3
411432;231;5
411615;3;2
411617;2;2
411619;4;2
411633;32;3
411666;264;5
411710;3;2
411747;4;2
411819;218;5
411832;29;3
411923;3;2
412032;30;3
412043;3;2
412083;280;5
412220;218;5
412229;2;2
412231;28;3
412430;28;3
412475;3;2
412621;2;2
412630;29;3
412807;3;2
412829;26;3
413031;30;3
413068;3;2
413231;28;3
413237;2;2
413432;30;3
413490;3;2
413624;1023;5
413629;27;3
413658;1455;5
413668;3;2
413720;719;5
413752;549;5
413756;1354;5
413783;980;5
413798;396;5
413829;27;3
413835;2;2
413927;325;5
414029;28;3
414047;4;2
414061;259;5
414226;3;2
414233;32;3
414255;254;5
414427;3;2
414431;230;5
414433;31;3
414613;211;5
414630;28;3
414687;3;2
414820;218;5
414829;26;3
415029;26;3
415066;263;5
415197;194;5
415229;26;3
415432;30;3
415464;261;5
415600;198;5
415642;41;3
415753;3;2
415761;3;2
415792;3;2
415800;199;5
415827;25;3
415830;3;2
415830;3;2
415878;3;2
416032;30;3
416044;242;5
416094;4;2
416231;28;3
416252;250;5
416275;3;2
416437;34;3
416493;23;2
416569;4;2
416614;411;5
416629;26;3
416716;313;5
416826;2;2
416833;30;3
416866;263;5
417031;29;3
417051;3;2
417065;262;5
417211;3;2
417231;30;3
417241;239;5
417416;215;5
417429;27;3
417445;3;2
417621;3;2
417630;29;3
417635;233;5
417819;218;5
417827;2;2
417830;27;3
418032;29;3
418065;262;5
418065;4;2
418232;31;3
418264;261;5
418317;3;2
418434;31;3
418444;3;2
418517;316;5
418624;4;2
418632;31;3
418633;230;5
418832;31;3
418846;245;5
419031;30;3
419105;304;5
419214;213;5
419227;26;3
419429;26;3
