Date_ms;response_time_ms;rtd_no
552022;3;2
552033;31;3
552061;259;5
552231;29;3
552240;238;5
552320;3;2
552431;30;3
552447;3;2
552627;26;3
552664;2;2
552829;28;3
552875;3;2
553030;27;3
553036;2;2
553233;30;3
553235;2;2
553429;27;3
553471;2;2
553556;353;5
553558;1356;5
553569;968;5
553590;1189;5
553618;615;5
553626;2;2
553635;32;3
553671;870;5
553673;271;5
553828;27;3
553833;2;2
553928;325;5
554030;28;3
554047;3;2
554067;266;5
554229;28;3
554249;2;2
554264;262;5
554429;28;3
554431;230;5
554442;2;2
554629;28;3
554662;261;5
554674;3;2
554799;198;5
554827;26;3
555029;228;5
555030;27;3
555231;29;3
555240;237;5
555324;3;2
555326;3;2
555369;167;5
555427;26;3
555480;3;2
555513;3;2
555630;28;3
555645;244;5
555671;3;2
555830;27;3
555843;241;5
555877;3;2
555982;3;2
556029;27;3
556067;264;5
556223;3;2
556228;226;5
556231;28;3
556430;28;3
556522;33;2
556632;31;3
556648;3;2
556806;3;2
556832;31;3
557018;3;2
557034;32;3
557234;33;3
557295;3;2
557378;3;2
557443;42;3
557601;3;2
557631;28;3
557664;1461;5
557752;750;5
557752;551;5
557755;1154;5
557757;1355;5
557760;359;5
557791;990;5
557840;39;3
557841;3;2
557878;275;5
558023;9;2
558046;44;3
558118;317;5
558234;32;3
558246;3;2
558291;289;5
558429;227;5
558429;2;2
558432;29;3
558632;29;3
558645;242;5
558648;3;2
558800;197;5
558830;29;3
559032;30;3
559064;263;5
559200;198;5
559230;28;3
559393;3;2
559430;3;2
559431;29;3
559481;3;2
559484;282;5
559487;3;2
559599;197;5
559643;7;2
559667;65;3
559825;223;5
559828;3;2
559831;28;3
560022;3;2
560026;223;5
560034;31;3
560168;165;5
560233;31;3
560254;3;2
560434;31;3
560463;3;2
560631;29;3
560643;2;2
560692;289;5
560721;519;5
560833;31;3
560837;235;5
560871;3;2
561034;31;3
561047;245;5
561071;3;2
561217;214;5
561220;3;2
561231;29;3
562831;548;2
562832;408;2
562835;1167;2
562835;1029;2
562835;222;2
562836;790;2
562837;1403;2
562914;1712;5
562919;918;3
562937;735;3
562939;1538;3
562942;540;3
562944;1341;3
562947;345;3
562949;1147;3
562952;150;3
563029;26;3
563233;31;3
563268;1267;5
563337;1936;5
563350;1747;5
563350;1148;5
563358;956;5
563374;772;5
563430;427;5
563430;628;5
563431;1629;5
563433;30;3
563476;2;2
563506;304;5
563509;3;2
563632;29;3
563640;3;2
563644;3;2
563646;2;2
563730;327;5
563811;208;5
563830;28;3
563871;4;2
564023;221;5
564030;28;3
564070;3;2
564231;28;3
564273;271;5
564275;2;2
564432;31;3
564447;2;2
564634;31;3
564647;3;2
564832;31;3
564841;3;2
565032;30;3
565104;4;2
565192;791;5
565201;998;5
565221;618;5
565228;26;3
565239;438;5
565289;3;2
565349;347;5
565382;180;5
565433;30;3
565444;3;2
565578;4;2
565629;28;3
565704;301;5
565819;218;5
565829;27;3
565904;3;2
566031;30;3
566042;3;2
566125;323;5
566231;30;3
566270;4;2
566301;300;5
566428;3;2
566433;31;3
566437;236;5
566629;28;3
566663;261;5
566682;2;2
566769;168;5
566831;30;3
567029;228;5
567030;29;3
567230;229;5
567232;30;3
567429;28;3
567497;295;5
567594;193;5
567619;3;2
567630;29;3
567677;3;2
567716;3;2
567718;3;2
567761;3;2
567832;30;3
567869;268;5
567878;3;2
568032;31;3
568035;233;5
568044;3;2
568217;216;5
568229;28;3
568245;3;2
568387;4;2
568429;28;3
568633;31;3
568649;3;2
568830;29;3
568874;3;2
569028;27;3
569066;2;2
569228;27;3
569256;2;2
569287;486;5
569319;918;5
569335;1134;5
569375;374;5
569415;813;5
569429;28;3
569448;247;5
569478;3;2
569615;3;2
569632;31;3
569642;241;5
569775;174;5
569833;32;3
569873;3;2
570032;31;3
570041;240;5
570076;3;2
570214;2;2
570231;28;3
570245;244;5
570429;27;3
570433;4;2
570462;259;5
570630;28;3
570634;232;5
570718;2;2
570829;28;3
570835;233;5
571030;229;5
571031;28;3
571234;33;3
571311;308;5
571421;220;5
571431;28;3
571581;3;2
571628;27;3
571638;235;5
571657;3;2
571659;3;2
571841;240;5
571862;60;3
572032;30;3
572123;321;5
572217;215;5
572229;26;3
572437;36;3
572631;30;3
572829;3;2
572834;32;3
572836;2;2
572846;3;2
573031;29;3
573194;17;2
573217;2;2
573220;3;2
573230;27;3
573251;2;2
573254;3;2
573254;3;2
573325;21;2
573431;29;3
573433;631;5
573437;836;5
573474;4;2
573532;1131;5
573571;368;5
573571;1368;5
573572;570;5
573615;3;2
573629;27;3
573720;318;5
573771;4;2
573833;31;3
573877;275;5
573983;3;2
574027;225;5
574030;29;3
574234;31;3
574268;267;5
574274;2;2
574401;3;2
574403;200;5
574429;28;3
574586;3;2
574630;28;3
574758;357;5
574830;28;3
574865;263;5
575031;229;5
575032;31;3
575121;4;2
575153;3;2
575213;3;2
575230;28;3
575264;263;5
575430;3;2
575432;30;3
575462;260;5
575633;32;3
575667;265;5
575672;3;2
575812;211;5
575830;29;3
575837;3;2
576011;3;2
576028;27;3
576109;308;5
576211;3;2
576231;30;3
576242;241;5
576431;30;3
576436;2;2
576624;3;2
576632;30;3
576828;27;3
576829;2;2
577033;31;3
577079;3;2
577228;18;2
577251;48;3
577431;30;3
577439;3;2
577494;1093;5
577533;732;5
577547;945;5
577568;365;5
577601;1400;5
577606;604;5
577628;26;3
577684;4;2
577713;312;5
577831;29;3
577860;258;5
577873;3;2
578023;221;5
578030;28;3
578112;3;2
578193;191;5
578228;27;3
578272;2;2
578430;229;5
578430;29;3
578445;4;2
578631;28;3
578662;2;2
578665;264;5
578830;29;3
578903;300;5
579030;229;5
579032;30;3
579232;29;3
579234;2;2
579271;3;2
579272;270;5
579327;3;2
579431;29;3
579434;231;5
579486;3;2
579613;211;5
579646;2;2
579651;50;3
579819;218;5
579828;27;3
579911;3;2
580029;27;3
580047;3;2
580079;278;5
580231;29;3
580270;2;2
580276;274;5
580433;31;3
580478;4;2
580629;3;2
580630;27;3
580833;30;3
580849;3;2
581025;2;2
581035;32;3
581225;2;2
581230;29;3
581432;30;3
581475;2;2
581568;1166;5
581568;765;5
581599;996;5
581621;420;5
581622;619;5
581631;30;3
581636;2;2
581667;1465;5
581709;307;5
581834;33;3
581895;294;5
581915;3;2
582024;223;5
582028;26;3
582043;3;2
582228;226;5
582233;31;3
582255;3;2
582433;30;3
582469;267;5
582476;2;2
582632;31;3
582647;244;5
582659;2;2
582830;28;3
582839;238;5
583027;225;5
583033;30;3
583229;28;3
583279;276;5
583293;3;2
583328;2;2
583355;3;2
583428;227;5
583431;28;3
583454;3;2
583635;232;5
583649;3;2
583654;51;3
583815;212;5
583828;2;2
583833;32;3
583986;185;5
584029;28;3
584117;3;2
584219;2;2
584230;29;3
584235;234;5
584432;29;3
584497;3;2
584631;30;3
584640;3;2
584831;30;3
584839;3;2
585033;31;3
585125;3;2
585226;2;2
585232;30;3
585431;30;3
585480;3;2
585629;1428;5
585631;30;3
585636;434;5
585716;3;2
585747;1344;5
585749;1148;5
585750;748;5
585761;960;5
585818;417;5
585827;26;3
585851;250;5
585875;3;2
586029;27;3
586039;3;2
586110;309;5
586230;29;3
586265;263;5
586277;3;2
586378;177;5
586431;30;3
586476;3;2
586631;3;2
586633;30;3
586666;265;5
586831;30;3
586831;228;5
587025;224;5
587030;29;3
587231;30;3
587234;233;5
587331;3;2
587418;217;5
587431;30;3
587449;3;2
587452;2;2
587538;3;2
587631;29;3
587637;236;5
587647;3;2
587780;178;5
587830;29;3
587846;3;2
588029;28;3
588064;263;5
588076;2;2
588222;3;2
588231;30;3
588236;235;5
588408;4;2
588430;29;3
588624;3;2
588632;31;3
588832;31;3
588837;2;2
589030;27;3
589080;3;2
589231;29;3
589241;3;2
589435;2;2
589447;45;3
589629;28;3
589635;2;2
589643;842;5
589644;1243;5
589748;1547;5
589760;558;5
589787;1186;5
589787;784;5
589818;416;5
589829;28;3
589860;259;5
589875;3;2
590043;5;2
590068;67;3
590074;273;5
590230;29;3
590297;3;2
590329;328;5
590429;28;3
590434;2;2
590464;263;5
590630;29;3
590641;240;5
590709;3;2
590833;30;3
590868;267;5
591007;204;5
591031;28;3
591216;213;5
591233;30;3
591426;2;2
591432;31;3
591466;263;5
591474;2;2
591533;3;2
591564;4;2
591630;29;3
591664;263;5
591713;3;2
591828;27;3
591833;232;5
591878;3;2
592026;225;5
592031;30;3
592053;2;2
592232;31;3
592250;249;5
592290;2;2
592431;30;3
592495;19;2
592617;3;2
592631;30;3
592692;491;5
592831;2;2
592831;30;3
592909;308;5
593031;30;3
593079;2;2
593089;288;5
593234;31;3
593253;3;2
593265;264;5
593430;29;3
593455;2;2
593630;29;3
593630;229;5
593639;2;2
593833;30;3
593836;235;5
593890;3;2
594032;31;3
594064;261;5
594072;3;2
594221;3;2
594231;30;3
594475;74;3
594475;274;5
594477;46;2
594584;4;2
594630;29;3
594693;292;5
594833;30;3
594867;266;5
595034;32;3
595232;31;3
595247;245;5
595430;29;3
595542;3;2
595575;2;2
595589;3;2
595614;3;2
595616;2;2
595633;32;3
595667;266;5
595834;32;3
595882;3;2
595989;3;2
596031;229;5
596031;29;3
596233;31;3
596249;3;2
596305;303;5
596409;3;2
596431;28;3
596632;31;3
596686;283;5
596693;2;2
596768;167;5
596831;29;3
596884;4;2
596934;132;5
597033;32;3
597036;3;2
597229;27;3
597264;263;5
597321;3;2
597422;2;2
597430;28;3
597633;31;3
597637;3;2
597640;238;5
597830;29;3
597831;229;5
597880;4;2
598032;30;3
598040;2;2
598090;289;5
598231;29;3
598267;265;5
598320;4;2
598375;173;5
598430;29;3
598440;3;2
598582;4;2
598631;29;3
598832;31;3
598871;269;5
599016;215;5
599030;27;3
599233;31;3
599402;200;5
599430;28;3
599455;7054;5
599519;3;2
599519;3;2
599571;3;2
599583;3;2
599631;29;3
599671;3;2
599830;28;3
599869;3;2
600033;32;3
600049;447;5
600075;3;2
600233;30;3
600255;3;2
600432;31;3
600446;2;2
600455;454;5
600629;28;3
600682;4;2
600787;386;5
600811;3;2
600828;27;3
601030;29;3
601099;31;2
601111;510;5
601114;911;5
601129;328;5
601204;3;2
601229;27;3
601235;234;5
601428;27;3
601473;3;2
601577;176;5
601599;4;2
601642;41;3
601830;29;3
601834;233;5
601870;4;2
602015;2;2
602032;30;3
602045;244;5
602234;33;3
602246;3;2
602297;295;5
602416;215;5
602430;29;3
602435;3;2
602633;32;3
602703;3;2
602795;194;5
602829;28;3
603029;28;3
603029;228;5
603231;28;3
603414;211;5
603431;29;3
603609;3;2
603629;26;3
603638;2;2
603673;3;2
603718;3;2
603765;4;2
603829;28;3
603878;275;5
603879;7;2
603969;168;5
603988;3;2
604028;27;3
604192;191;5
604222;3;2
604231;28;3
604432;30;3
604456;3;2
604646;3;2
604655;52;3
604798;3;2
604826;25;3
604831;628;5
604877;475;5
604935;332;5
605030;29;3
605044;3;2
605106;305;5
605197;4;2
605229;28;3
605430;29;3
605464;263;5
605478;5;2
605608;3;2
605629;27;3
605638;237;5
605793;3;2
605829;28;3
606007;3;2
606011;210;5
606029;27;3
606215;213;5
606233;30;3
606312;3;2
606419;3;2
606430;29;3
606464;261;5
606631;29;3
606671;4;2
606836;234;5
606846;43;3
607032;29;3
607044;241;5
607234;32;3
607425;223;5
607428;27;3
607577;3;2
607613;3;2
607630;28;3
607715;2;2
607718;3;2
607718;3;2
607776;174;5
607800;4;2
607827;25;3
608018;216;5
608029;28;3
608076;3;2
608232;31;3
608246;3;2
608251;250;5
608431;29;3
608444;3;2
608631;28;3
608661;3;2
608829;27;3
608854;2;2
608894;291;5
608949;748;5
608981;579;5
608988;186;5
609028;26;3
609040;3;2
609232;29;3
609237;2;2
609429;28;3
609463;260;5
609479;3;2
609578;3;2
609677;75;3
609754;353;5
609789;3;2
609829;27;3
610020;218;5
610032;31;3
610039;3;2
610230;28;3
610238;237;5
610249;3;2
610429;27;3
610471;2;2
610622;3;2
610631;29;3
610671;269;5
610832;31;3
610852;250;5
611020;219;5
611027;26;3
611231;28;3
611300;299;5
611431;30;3
611630;29;3
611689;3;2
611726;3;2
611760;3;2
611771;2;2
611791;3;2
611827;26;3
611870;3;2
612031;28;3
612070;3;2
612231;29;3
612288;3;2
612432;30;3
612449;3;2
612631;30;3
612674;2;2
612832;31;3
612833;2;2
613034;32;3
613100;2;2
613229;28;3
613273;4;2
613430;27;3
613441;2;2
613629;28;3
613674;2;2
613834;33;3
613840;2;2
614028;26;3
614098;3;2
614230;29;3
614266;13;2
614425;2;2
614430;28;3
614631;30;3
614646;2;2
614832;30;3
615031;30;3
615229;28;3
615432;30;3
615631;30;3
615810;2;2
615816;2;2
615832;30;3
615887;3;2
615974;3;2
615986;3;2
616011;3;2
616031;29;3
616113;3;2
616230;28;3
616294;3;2
616429;26;3
616472;3;2
616629;28;3
616637;3;2
616866;65;3
616877;3;2
617020;3;2
617032;31;3
617228;27;3
617277;4;2
617433;31;3
617437;4;2
617630;29;3
617635;2;2
617825;3;2
617830;28;3
618031;30;3
618075;3;2
618226;2;2
618234;32;3
618429;28;3
618468;2;2
618628;2;2
618631;30;3
618836;35;3
619032;30;3
619230;29;3
619430;29;3
619631;30;3
619830;27;3
619934;4;2
619937;2;2
619967;3;2
619992;4;2
620029;27;3
620046;8645;5
620047;3;2
620095;26;2
620162;2;2
620231;28;3
620276;3;2
620432;30;3
620472;3;2
620632;31;3
620640;3;2
620833;30;3
620847;3;2
621018;3;2
621029;26;3
621229;2;2
621233;30;3
622631;567;2
622631;976;2
622631;351;2
622636;169;2
622639;839;2
622639;1173;2
622649;5;2
622691;290;3
622692;1091;3
622694;1293;3
622698;897;3
622700;498;3
622702;700;3
622705;103;3
622830;28;3
623030;28;3
623229;27;3
623429;27;3
623631;29;3
623831;29;3
623963;3;2
623965;3;2
623978;3;2
623998;3;2
624025;3;2
624030;28;3
624080;4;2
624081;2;2
624230;29;3
624335;3;2
624432;29;3
624473;2;2
624632;30;3
624673;3;2
624829;28;3
624839;3;2
625031;29;3
625071;3;2
625206;3;2
625227;25;3
625429;27;3
625435;3;2
625633;32;3
625648;2;2
625779;3;2
625832;30;3
626031;29;3
626054;3;2
626234;32;3
626251;3;2
626432;31;3
626476;4;2
626631;29;3
626636;3;2
626829;28;3
627031;30;3
627232;31;3
627429;28;3
627639;37;3
627827;26;3
628029;28;3
628071;3;2
628160;3;2
628160;3;2
628162;2;2
628204;39;2
628204;41;2
628207;10;2
628229;27;3
628286;3;2
628433;30;3
628526;3;2
628628;27;3
628699;3;2
628828;27;3
628834;2;2
629029;28;3
629053;3;2
629209;4;2
629227;25;3
629431;30;3
629473;3;2
629607;3;2
629628;25;3
629834;31;3
629892;3;2
630006;2;2
630027;24;3
630233;30;3
630233;3;2
630429;26;3
630434;3;2
630578;4;2
630628;27;3
630834;32;3
631030;29;3
631101;3;2
631155;29;2
631228;27;3
631245;3;2
631429;28;3
631456;3;2
631626;3;2
631631;30;3
631827;26;3
632028;26;3
632227;26;3
632475;74;3
632630;28;3
632832;29;3
633030;28;3
633231;29;3
633322;3;2
633430;27;3
633633;31;3
633678;4;2
633744;3;2
633756;3;2
633758;2;2
633766;3;2
633782;2;2
633836;3;2
633836;3;2
633838;2;2
633858;56;3
633916;4;2
634028;27;3
634139;3;2
634218;3;2
634232;30;3
634432;3;2
634432;30;3
634630;29;3
634681;3;2
634832;30;3
635030;29;3
635265;64;3
635429;26;3
635599;3;2
635608;3;2
635626;25;3
635629;3;2
635646;3;2
635756;3;2
635791;4;2
635829;28;3
636029;28;3
636111;3;2
636226;2;2
636233;32;3
636431;28;3
636531;2;2
636630;29;3
636708;2;2
636828;27;3
636847;3;2
637036;35;3
637071;3;2
637177;3;2
637230;28;3
637429;28;3
637437;3;2
637629;28;3
637638;3;2
637830;28;3
637905;3;2
638002;3;2
638029;27;3
638229;28;3
638276;3;2
638432;29;3
638442;3;2
638625;2;2
638628;27;3
638832;31;3
639035;32;3
639246;43;3
639429;28;3
639629;28;3
639695;2;2
639727;3;2
639744;3;2
639784;3;2
639822;2;2
639829;27;3
639856;3;2
640028;27;3
640049;3;2
640184;4;2
640231;29;3
640430;28;3
640448;2;2
640632;31;3
640653;3;2
640832;30;3
640869;3;2
641040;2;2
641056;54;3
641229;26;3
641244;3;2
641428;27;3
641436;2;2
641631;30;3
641720;4;2
641829;3;2
641833;32;3
642034;32;3
642045;3;2
642229;27;3
642248;2;2
642436;35;3
642532;3;2
642625;3;2
642632;31;3
642882;80;3
643033;32;3
643230;29;3
643354;20953;5
643391;21590;5
643427;20625;5
643428;27;3
643465;20263;5
643501;21900;5
643592;19990;5
643594;22193;5
643615;20613;5
643617;19615;5
643624;19221;5
643624;19423;5
643631;29;3
643735;19133;5
643771;18170;5
643773;18571;5
643804;18002;5
643829;28;3
643838;18836;5
643840;3;2
643843;2;2
643885;17683;5
643885;17883;5
643942;3;2
643977;17375;5
643977;17176;5
643977;2;2
643978;2;2
643980;3;2
643982;16981;5
644030;28;3
644067;16666;5
644103;16302;5
644128;3;2
644137;15935;5
644162;15759;5
644162;15561;5
644218;15217;5
644227;15025;5
644231;29;3
644253;14852;5
644273;15472;5
644285;3;2
644401;14598;5
644429;27;3
644435;3;2
644466;14463;5
644475;14272;5
644500;14097;5
644539;13338;5
644572;13770;5
644612;13011;5
644628;27;3
644648;12646;5
644651;11848;5
644675;3;2
644684;12483;5
644700;12098;5
644728;12327;5
644748;11546;5
644764;11162;5
644811;3;2
644829;26;3
644868;10867;5
644869;10667;5
644903;10302;5
644978;10176;5
644987;9986;5
645016;9815;5
645028;27;3
645036;9633;5
645091;9290;5
645109;9108;5
645168;4;2
645201;8600;5
645231;29;3
645233;8830;5
645273;3;2
645336;8134;5
645438;37;3
645439;2;2
645478;7676;5
645478;8077;5
645514;7913;5
645514;7313;5
645611;6608;5
645612;6409;5
645616;6215;5
645629;28;3
645646;5645;5
645647;5845;5
645672;3;2
645788;4585;5
645795;4993;5
645830;5229;5
645831;29;3
645845;4444;5
645870;2;2
645934;4133;5
645934;3932;5
645939;3737;5
645976;3575;5
646032;3431;5
646034;32;3
646075;3;2
646220;3;2
646232;31;3
646234;3432;5
646422;3421;5
646433;31;3
646518;3;2
646600;3399;5
646628;27;3
646651;3;2
646659;3258;5
646705;3103;5
646810;3009;5
646815;2813;5
646831;29;3
647032;31;3
647145;2943;5
647154;2153;5
647185;2584;5
647187;2785;5
647199;2396;5
647223;2021;5
647231;29;3
647263;1862;5
647321;1720;5
647353;1551;5
647387;1385;5
647425;1224;5
647430;28;3
647488;1086;5
647571;970;5
647608;806;5
647628;27;3
647688;687;5
647776;574;5
647812;410;5
647830;27;3
647902;3;2
647940;2;2
647955;2;2
647975;3;2
648009;2;2
648014;2;2
648028;27;3
648121;3;2
648233;32;3
648269;3;2
648428;27;3
648430;2;2
648601;3;2
648627;26;3
648833;30;3
648835;2;2
649033;32;3
649073;3;2
649238;35;3
649312;3;2
649428;27;3
649438;3;2
649629;27;3
649680;3;2
649829;28;3
649843;3;2
650021;3;2
650033;32;3
650226;2;2
650228;27;3
650431;28;3
650487;4;2
650628;26;3
650682;2;2
650832;31;3
651032;29;3
651229;28;3
651431;29;3
651629;28;3
651833;30;3
651976;2;2
651977;3;2
652007;3;2
652029;4;2
652030;29;3
652030;2;2
652076;3;2
652117;3;2
652231;29;3
652303;3;2
652428;27;3
652430;2;2
652629;28;3
652635;3;2
652832;31;3
652877;3;2
653029;28;3
653056;3;2
653246;2;2
653248;47;3
653429;28;3
653435;3;2
653629;26;3
653687;3;2
653831;30;3
653836;2;2
654031;30;3
654044;3;2
654222;2;2
654232;30;3
654393;3;2
654430;29;3
654631;30;3
654644;3;2
654832;30;3
655032;30;3
655230;29;3
655429;27;3
655631;30;3
655830;28;3
656030;27;3
656036;3;2
656043;3;2
656155;3;2
656157;3;2
656159;3;2
656168;3;2
656225;2;2
656231;28;3
656257;2;2
656433;30;3
656518;3;2
656633;31;3
656672;2;2
656787;4;2
656828;27;3
657032;30;3
657074;3;2
657228;27;3
657239;2;2
657431;30;3
657434;3;2
657632;30;3
657640;2;2
657827;3;2
657832;31;3
658031;29;3
658046;3;2
658188;3;2
658229;27;3
658431;28;3
658472;4;2
658634;32;3
658642;3;2
658831;29;3
659030;29;3
659231;29;3
659428;27;3
659630;28;3
659833;31;3
660030;29;3
660049;2;2
660052;3;2
660158;4;2
660169;3;2
660192;2;2
660195;3;2
660227;3;2
660228;26;3
660268;3;2
660432;30;3
660495;16;2
660632;29;3
660737;3;2
660831;30;3
660871;3;2
661033;32;3
661050;4;2
661232;30;3
661278;4;2
661414;2;2
661449;48;3
661623;3;2
661631;28;3
661830;28;3
661874;4;2
662029;27;3
662073;3;2
662229;28;3
662239;2;2
662429;26;3
662434;2;2
662630;28;3
662657;3;2
662833;30;3
663028;27;3
663098;2;2
663234;31;3
663316;2;2
663431;30;3
663496;3;2
663632;30;3
663673;2;2
663829;28;3
664033;31;3
664037;2;2
664231;29;3
664243;3;2
664434;33;3
664472;3;2
664630;28;3
664829;26;3
664884;4;2
665030;28;3
665101;3;2
665231;29;3
665276;3;2
665431;29;3
665630;27;3
665655;2;2
665827;26;3
666029;28;3
666074;3;2
666157;18556;5
666232;29;3
666431;29;3
666437;2;2
666631;28;3
666714;3;2
666829;28;3
667031;28;3
667095;2;2
667175;3;2
667231;30;3
667342;3;2
667429;26;3
667631;28;3
667671;3;2
667832;30;3
668041;40;3
668047;2;2
668241;6;2
668243;42;3
668430;29;3
668498;3;2
668654;53;3
668674;3;2
668785;4;2
668830;29;3
669029;26;3
669231;29;3
669278;2;2
669424;3;2
669434;32;3
669629;27;3
669808;2;2
669827;26;3
669862;2;2
670031;28;3
670230;27;3
670432;30;3
670458;3;2
670631;29;3
670829;27;3
670861;2;2
671029;27;3
671196;3;2
671230;28;3
671428;26;3
671520;4;2
671521;2;2
671538;3;2
671630;28;3
671642;3;2
671833;31;3
671983;3;2
672027;26;3
672230;29;3
672243;3;2
672430;28;3
672454;4;2
672628;15427;5
672630;29;3
672661;16658;5
672665;16063;5
672699;16296;5
672732;29;2
672789;16586;5
672816;16015;5
672825;3;2
672830;27;3
672859;15257;5
672952;15950;5
672986;14984;5
673028;26;3
673031;14829;5
673069;14666;5
673202;2;2
673229;27;3
673249;14647;5
673355;14354;5
673355;14553;5
673393;14191;5
673410;13808;5
673432;13630;5
673434;33;3
673437;3;2
673489;13488;5
673580;13378;5
673582;13180;5
673628;27;3
673642;13039;5
673737;12736;5
673776;12975;5
673823;3;2
673831;28;3
673904;12301;5
673910;12509;5
673991;11989;5
673991;12189;5
673996;11593;5
674026;11025;5
674029;28;3
674126;11524;5
674160;10957;5
674200;10799;5
674203;10601;5
674206;10405;5
674232;30;3
674238;10236;5
674240;10038;5
674242;9841;5
674280;9477;5
674287;3;2
674378;4;2
674421;9219;5
674430;29;3
674467;9065;5
674505;8902;5
674506;8705;5
674559;8558;5
674593;8390;5
674598;8196;5
674600;3;2
674624;7823;5
674630;28;3
674664;8061;5
674702;7699;5
674783;7380;5
674783;7582;5
674831;29;3
674840;7237;5
674866;7064;5
674872;6871;5
674934;6533;5
675028;6827;5
675030;27;3
675033;5831;5
675033;6232;5
675039;5637;5
675043;5242;5
675188;5185;5
675229;4427;5
675232;29;3
675240;3;2
675279;4277;5
675285;3;2
675320;4118;5
675343;3;2
675359;3957;5
675417;3815;5
675431;30;3
675507;3705;5
675515;4;2
675547;3546;5
675550;3349;5
675631;30;3
675639;3237;5
675667;3066;5
675670;2867;5
675830;28;3
675872;2;2
675876;2874;5
676037;36;3
676045;2;2
676056;2854;5
676203;2802;5
676228;27;3
